,name,text,date
5,Eric Idle," It's just an ordinary suit, father... it's all I've 
            got apart from the overalls.",1969-10-14 01:25:24
6,Terry Jones," How are you liking it down the mine, Ken? ",1969-10-14 03:26:53
7,Eric Idle," Oh it's not too bad, mum... we're using some new 
            tungsten carbide drills for the preliminary coal-face scouring 
            operations.",1969-10-14 07:58:31
8,Terry Jones," Oh that sounds nice, dear...",1969-10-14 08:10:17
9,Graham Chapman," Tungsten carbide drills! What the bloody hell's 
            tungsten carbide drills?",1969-10-14 08:39:28
10,Eric Idle," It's something they use in coal-mining, father.",1969-10-14 09:34:29
11,Graham Chapman, ,1969-10-14 10:08:11
12,Eric Idle, Oh not that again.,1969-10-14 11:33:15
13,Terry Jones," He's had a hard day dear... his new play opens at the 
            National Theatre tomorrow.",1969-10-14 11:42:48
14,Eric Idle, Oh that's good.,1969-10-14 11:51:16
15,Graham Chapman," Good! good? What do you know about it? What do you 
            know about getting up at five o'clock in t'morning to fly to 
            Paris... back at the Old Vic for drinks at twelve, sweating the day 
            through press interviews, television interviews and getting back 
            here at ten to wrestle with the problem of a homosexual nymphomaniac 
            drug-addict involved in the ritual murder of a well known Scottish 
            footballer· That's a full working day, lad, and don't you forget it!
            ",1969-10-14 11:57:28
16,Terry Jones," Oh, don't shout at the boy, father.",1969-10-14 12:57:11
17,Graham Chapman," Aye, 'ampstead wasn't good enough for you, was it? 
            ... you had to go poncing off to Barnsley, you and yer coal-mining 
            friends. ",1969-10-14 14:25:20
18,Eric Idle," Coal-mining is a wonderful thing father, but it's 
            something you'll never understand. Just look at you!",1969-10-14 14:48:15
19,Terry Jones," Oh Ken! Be careful! You know what he's like after a 
            few novels.",1969-10-14 14:49:10
20,Graham Chapman," Oh come on lad! Come on, out wi' it! What's wrong wi' 
            me?... yet tit!",1969-10-14 16:07:50
21,Eric Idle," I'll tell you what's wrong with you. Your head's 
            addled with novels and poems, you come home every evening reeling of 
            Chateau La Tour...",1969-10-14 17:03:17
22,Terry Jones," Oh don't, don't.",1969-10-14 17:06:01
23,Eric Idle," And look what you've done to mother! She's worn out 
            with meeting film stars, attending premieres and giving gala 
            luncheons...",1969-10-14 17:38:22
24,Graham Chapman," There's nowt wrong wi' gala luncheons, lad! I've had 
            more gala luncheons than you've had hot dinners!",1969-10-14 17:52:51
25,Terry Jones, Oh please!,1969-10-14 19:05:26
26,Graham Chapman, Aaaaaaagh! ,1969-10-14 19:11:49
27,Terry Jones, Oh no!,1969-10-14 21:46:14
28,Eric Idle, What is it?,1969-10-14 21:49:16
29,Terry Jones," Oh, it's his writer's cramp!",1969-10-14 22:04:15
30,Eric Idle, You never told me about this...,1969-10-14 22:20:02
31,Terry Jones," No, we didn't like to, Kenny.",1969-10-14 22:21:01
32,Graham Chapman," I'm all right! I'm all right, woman. Just get him out 
            of here.",1969-10-14 23:20:45
33,Terry Jones, Oh Ken! You'd better go ...,1969-10-14 23:32:11
34,Eric Idle, All right. I'm going.,1969-10-14 23:43:46
35,Graham Chapman, After all we've done for him...,1969-10-15 01:43:57
36,Eric Idle, ,1969-10-15 01:58:37
37,Graham Chapman, Get out! Get out! Get OUT! You ... LABORER!,1969-10-15 02:05:18
38,Graham Chapman," Hey, you know, mother, I think there's a play there 
            .... get t'agent on t'phone.",1969-10-15 02:26:37
39,Terry Jones," Aye I think you're right, Frank, it could express, it 
            could express a vital theme of our age...",1969-10-15 02:39:43
40,Graham Chapman, Aye.,1969-10-15 02:47:15
41,Michael Palin, Oh shut up! ,1969-10-15 03:34:24
42,Terry Jones, ,1969-10-15 04:13:45
43,Michael Palin, Oh all right. All right! A man with nine legs.,1969-10-15 06:24:47
44,Michael Palin, Oh... Bloody Hell! Er ... a Scotsman on a horse!,1969-10-15 06:51:02
45,John Cleese," Harold! Come back, Harold! Harold! Come back, 
            Harold! Oh, blast!",1969-10-15 06:54:11
0,John Cleese," Good evening, and welcome once 
            again to the Epilogue. On the program this evening we have 
            Monsignor Edward Gay, visiting Pastoral Emissary of the Somerset 
            Theological College and author of a number of books about belief, 
            the most recent of which is the best seller 'My God'. And opposite 
            him we have Dr Tom Jack: humanist, broadcaster, lecturer and author 
            of the book 'Hello Sailor'. Tonight, instead of discussing the 
            existence or non-existence of God, they have decided to fight for 
            it. The existence, or non-existence, to be determined by two falls, 
            two submissions, or a knockout. All right boys, let's get to it. 
            Your master of ceremonies for this evening - Mr. Arthur Waring.",1969-10-15 08:05:04
1,Eric Idle," Good evening ladies and gentlemen and 
            welcome to a three-round contest of the Epilogue. Introducing on my 
            right in the blue corner, appearing for Jehovah - the ever popular 
            Monsignor Eddie Gay. ",1969-10-15 08:19:36
2,John Cleese," Now Dr Jack's got a flying mare 
            there. A flying mare there, and this is going to be a full body 
            slam. A full body slam, and he's laying it in there, and he's 
            standing back. Well .. there we are leaving the Epilogue for the 
            moment, we'll be bringing you the result of this discussion later on 
            in the program.",1969-10-15 08:49:18
3,John Cleese, Oh my God! ,1969-10-15 08:59:51
0,Michael Palin," Yes. The Mouse Problem· This week 'The World 
            Around Us' looks at the growing social phenomenon of Mice and Men. 
            What makes a man want to be a mouse.",1969-10-15 10:34:56
1,John Cleese, ,1969-10-15 13:11:38
2,Terry Jones," And when did you first notice these... shall 
            we say... tendencies?",1969-10-15 13:14:13
3,John Cleese," Well... I was about seventeen and some mates 
            and me went to a party, and, er... we had quite a lot to drink... 
            and then some of the fellows there ... started handing ... cheese 
            around ... and well just out of curiosity 1 tried a bit ... and well 
            that was that.",1969-10-15 14:02:38
4,Terry Jones, And what else did these fellows do? ,1969-10-15 14:23:55
5,John Cleese," Well some of them started dressing up as mice a 
            bit ... and then when they'd got the costumes on they started ... 
            squeaking.",1969-10-15 15:13:17
6,Terry Jones, Yes. And was that all?,1969-10-15 16:26:50
7,John Cleese, That was all.,1969-10-15 17:18:32
8,Terry Jones, And what was your reaction to this? ,1969-10-15 18:41:47
9,John Cleese," Well I was shocked. But, er... gradually I came 
            to feel that I was more at ease ... with other mice.",1969-10-15 19:43:58
10,Michael Palin," A typical case, whom we shall refer to as Mr. A, 
            although his real name is this:",1969-10-15 20:56:22
11,Michael Palin," What is it that attracts someone like Mr. A to 
            this way of life? I have with me a consultant psychiatrist. ",1969-10-15 22:38:40
12,Graham Chapman," Well, we've just heard a typical case history. I 
            myself have over seven hundred similar histories, all fully 
            documented. Would you care to choose one?",1969-10-15 23:34:21
13,Graham Chapman, ,1969-10-15 23:46:54
14,Michael Palin," Well, that's amazing, amazing. Thank you, Janet.
            ",1969-10-16 00:14:39
15,Graham Chapman, ,1969-10-16 01:05:39
16,Michael Palin, ... what makes certain men want to be mice?,1969-10-16 02:23:00
17,Graham Chapman," Well, we psychiatrists have found that over 8% of 
            the population will always be mice. I mean, after all, there's 
            something of the mouse in all of us. I mean, how many of us can 
            honestly say that at one time or another he hasn't felt sexually 
            attracted to mice. ",1969-10-16 02:25:29
18,Michael Palin, ,1969-10-16 04:40:33
19,Michael Palin," And, of course, Hillaire Belloc. But what is the 
            attitude...",1969-10-16 06:58:27
20,Eric Idle, ... of the man in the street towards... ,1969-10-16 07:49:59
21,Michael Palin, ... this growing social problem?,1969-10-16 07:53:32
22,Eric Idle, Clamp down on them.,1969-10-16 08:18:11
23,Eric Idle, I'd strangle them.,1969-10-16 11:51:39
24,John Cleese," Well speaking as a member of the Stock 
            Exchange I would suck their brains out with a straw, sell the widows 
            and orphans and go into South American Zinc.",1969-10-16 12:46:44
25,Terry Jones," Yean I'd, er, stuff sparrows down their throats, er, 
            until the beaks stuck out through the, er, stomach walls.",1969-10-16 13:25:11
26,Graham Chapman," Oh well I'm a chartered accountant, and 
            consequently too boring to be of interest.",1969-10-16 13:52:58
27,John Cleese," I feel that these poor unfortunate people should be 
            free to live the lives of their own choice.",1969-10-16 14:22:49
28,Terry Jones," I'd split their nostrils open with a boat hook, I 
            think.",1969-10-16 15:58:03
29,Terry Jones," Well I mean, they can't help it, can they? But, 
            er, there's nothing you can do about it. So er, I'd kill 'em.",1969-10-16 17:01:28
30,Michael Palin," Clearly the British public's view is a hostile 
            one.",1969-10-16 17:32:29
31,John Cleese, ,1969-10-16 18:30:32
32,Michael Palin," But perhaps this is because so little is 
            generally known of these mice men. We have some film now taken of 
            one of the notorious weekend mouse parties, where these disgusting 
            little perverts meet.",1969-10-16 18:34:24
33,Michael Palin," Mr. A tells us what actually goes on at these 
            mouse parties.",1969-10-16 18:57:36
34,John Cleese," Well first of all you get shown to your own private 
            hole in the skirting board... then you put the mouse skin on... then 
            you scurry into the main room, and perhaps take a run in the wheel.",1969-10-16 19:05:12
35,Michael Palin," The remainder of this film was taken secretly at 
            one of these mouse parties by a BBC cameraman posing as a vole. As 
            usual we apologize for the poor quality of the film.",1969-10-16 19:19:53
36,John Cleese," Well, er, then you steal some cheese, Brie 
            or Camembert, or Cheddar or Gouda, if you're on the harder stuff. 
            You might go and see one of the blue cheese films... there's a big 
            clock in the middle of the room, and about 12.50 you climb up it and 
            then ...eventually, it strikes one... and you all run down.",1969-10-16 19:56:28
37,Michael Palin, And what's that?,1969-10-16 20:55:10
38,John Cleese, That's the farmer's wife.,1969-10-16 21:19:37
39,Michael Palin," Perhaps we need to know more of these mice men 
            before we can really judge them. Perhaps not. Anyway, our thirty 
            minutes are up.",1969-10-16 21:56:59
40,Michael Palin, Goodnight.,1969-10-16 22:48:59
0,Terry Jones," Mr. Larch, you heard the case for the prosecution. 
            Is there anything you wish to say before I pass sentence? ",1969-10-17 00:07:05
1,Eric Idle," Well... I'd just like to say, m'lud, I've got a 
            family... a wife and six kids... and I hope very much you don't have 
            to takeaway my freedom... because... well, because m'lud freedom is 
            a state much prized within the realm of civilized society. ",1969-10-17 02:42:41
2,Terry Jones, It's only a bloody parking offence.,1969-10-17 03:47:23
3,John Cleese," I'm sorry I'm late m'lud I couldn't find a kosher 
            car park. Er... don't bother to recap m'lud, I'll pick it up as we 
            go along. Call Mrs. Fiona Lewis.",1969-10-17 03:55:51
4,Terry Jones," Mr. Bartlett, I fail to see the relevance of your 
            last witness. Counsel My next witness will explain that if m'ludship 
            will allow. I call the late Arthur Aldridge.",1969-10-17 04:55:01
5,Terry Jones, The late Arthur Aldridge?,1969-10-17 05:18:05
6,John Cleese, Yes m'lud.,1969-10-17 06:43:04
7,Terry Jones," Mr. Bartlett, do you think there is any relevance 
            in questioning the deceased?",1969-10-17 09:20:53
8,John Cleese, I beg your pardon m'lud.,1969-10-17 12:09:12
9,Terry Jones," Well, I mean, your witness is dead.",1969-10-17 12:22:20
